SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"11425500","SACRAMENTO R A VERONA CA","ST","USGS",-121.59829280,38.77434584,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11425500"
"11427000","NF AMERICAN R A NORTH FORK DAM CA","ST","USGS",-121.02383300,38.93600919,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11427000"
"11446500","AMERICAN R A FAIR OAKS CA","ST","USGS",-121.22772620,38.63546010,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11446500"
"11447360","ARCADE C NR DEL PASO HEIGHTS CA","ST","USGS",-121.38273020,38.64184848,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447360"
"11447650","SACRAMENTO R A FREEPORT CA","ST","USGS",-121.50161670,38.45566389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447650"
"11447830","SUTTER SLOUGH A COURTLAND CA","ST","USGS",-121.57916670,38.32916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447830"
"11447850","STEAMBOAT SLOUGH NR WALNUT GROVE CA","ST","USGS",-121.58666670,38.28472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447850"
"11447890","SACRAMENTO R AB DELTA CROSS CHANNEL CA","ST","USGS",-121.51828650,38.25769218,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447890"
"11447903","GEORGIANA SLOUGH NR SACRAMENTO R","ST","USGS",-121.51750000,38.23722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447903"
"11447905","SACRAMENTO R BL GEORGIANA SLOUGH CA","ST","USGS",-121.52273090,38.23880385,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11447905"
"11448750","SF SCOTTS C NR LAKEPORT CA","ST","USGS",-122.98330560,39.04027778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11448750"
"11448800","SCOTTS C BL SF SCOTTS C NR LAKEPORT CA","ST","USGS",-122.98083330,39.04194444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11448800"
"11449255","SCOTTS C AB STATE ROUTE 29 A UPPER LAKE CA","ST","USGS",-122.92073330,39.15763610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11449255"
"11449500","KELSEY C NR KELSEYVILLE CA","ST","USGS",-122.84360460,38.92739984,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11449500"
"11451000","CACHE C NR LOWER LAKE CA","ST","USGS",-122.56581470,38.92406480,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11451000"
"11451100","NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA","ST","USGS",-122.61998620,39.16544580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11451100"
"11451300","NF CACHE C NR CLEARLAKE OAKS CA","ST","USGS",-122.53414770,39.07544877,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11451300"
"11451715","BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA","ST","USGS",-122.34275350,38.95767446,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11451715"
"11451800","CACHE C A RUMSEY CA","ST","USGS",-122.23830820,38.88989880,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11451800"
"11452500","CACHE C A YOLO CA","ST","USGS",-121.80718740,38.72712600,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11452500"
"11452800","CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD","ST","USGS",-121.67301640,38.68268185,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11452800"
"11452900","CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA","ST","USGS",-121.67273860,38.67851526,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11452900"
"11453000","YOLO BYPASS NR WOODLAND CA","ST","USGS",-121.64412660,38.67768170,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11453000"
"11453500","PUTAH C NR GUENOC CA","ST","USGS",-122.51748070,38.77879078,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11453500"
"11453590","POPE C A WALTER SPRINGS CA","ST","USGS",-122.36582500,38.64697220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11453590"
"11454000","PUTAH C NR WINTERS CA","ST","USGS",-122.08191590,38.51518487,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11454000"
"11455095","SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT","ST","USGS",-121.58364170,38.47686944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455095"
"11455140","TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA","ST","USGS",-121.64472220,38.34916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455140"
"11455280","CACHE SLOUGH NR HASTINGS TRACT NR RIO VISTA CA","ST","USGS",-121.70916670,38.27555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455280"
"11455315","CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA","ST","USGS",-121.68428600,38.24301110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455315"
"11455338","SACRAMENTO R DEEP WATER SHIP CHANNEL MARKER 51 CA","ST","USGS",-121.67395560,38.23739167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455338"
"11455385","CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA","ST","USGS",-121.65800280,38.19395556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455385"
"11455420","SACRAMENTO R A RIO VISTA CA","ST","USGS",-121.68894440,38.14904444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11455420"
"11456000","NAPA R NR ST HELENA CA","ST","USGS",-122.45581300,38.51129745,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11456000"
"11458000","NAPA R NR NAPA CA","ST","USGS",-122.30330850,38.36824570,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11458000"
"11458433","SONOMA CREEK A KENWOOD CA","ST","USGS",-122.56276060,38.41880040,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11458433"
"11458500","SONOMA C A AGUA CALIENTE CA","ST","USGS",-122.49442580,38.32324705,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11458500"
"11458600","NATHANSON C A SONOMA CA","ST","USGS",-122.45583330,38.28083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11458600"
"11459500","NOVATO C A NOVATO CA","ST","USGS",-122.57994190,38.10765930,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11459500"
"11460000","CORTE MADERA C A ROSS CA","ST","USGS",-122.55688370,37.96294006,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460000"
"11460151","REDWOOD C A HWY 1 BRIDGE A MUIR BEACH CA","ST","USGS",-122.57861100,37.86611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460151"
"11460400","LAGUNITAS C A SAMUEL P TAYLOR STATE PARK CA","ST","USGS",-122.73637700,38.02686730,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460400"
"11460600","LAGUNITAS C NR PT REYES STATION CA","ST","USGS",-122.78443480,38.08019988,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460600"
"11460605","OLEMA C A VEDANTA BRIDGE A OLEMA CA","ST","USGS",-122.78583330,38.03861110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460605"
"11460750","WALKER C NR MARSHALL CA","ST","USGS",-122.81832540,38.17575310,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11460750"
"11461500","EF RUSSIAN R NR CALPELLA CA","ST","USGS",-123.13028060,39.24655605,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11461500"
"11462080","RUSSIAN R NR TALMAGE CA","ST","USGS",-123.18306020,39.11294960,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11462080"
"11462500","RUSSIAN R NR HOPLAND CA","ST","USGS",-123.13055880,39.02656314,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11462500"
"11463000","RUSSIAN R NR CLOVERDALE CA","ST","USGS",-123.05357670,38.87930758,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463000"
"11463170","BIG SULPHUR C A G RESORT NR CLOVERDALE CA","ST","USGS",-122.80249290,38.79768326,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463170"
"11463200","BIG SULPHUR C NR CLOVERDALE CA","ST","USGS",-122.99694420,38.82601670,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463200"
"11463500","RUSSIAN R A GEYSERVILLE CA","ST","USGS",-122.89582950,38.71268685,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463500"
"11463682","RUSSIAN R A JIMTOWN CA","ST","USGS",-122.82940090,38.65820245,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463682"
"11463900","MAACAMA C NR KELLOGG CA","ST","USGS",-122.76387920,38.64101980,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463900"
"11463980","RUSSIAN R A DIGGER BEND NR HEALDSBURG CA","ST","USGS",-122.85554940,38.63296530,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463980"
"11464000","RUSSIAN R NR HEALDSBURG CA","ST","USGS",-122.83634480,38.61320320,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11464000"
"11465240","DRY C BLW LAMBERT BR NR GEYSERVILLE CA","ST","USGS",-122.92721910,38.65324355,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465240"
"11465350","DRY C NR MOUTH NR HEALDSBURG CA","ST","USGS",-122.86221590,38.58741046,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465350"
"11465390","RUSSIAN R NR WINDSOR CA","ST","USGS",-122.86471530,38.51574480,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465390"
"11465660","COPELAND C A ROHNERT PARK CA","ST","USGS",-122.70193170,38.34324776,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465660"
"11465680","LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA","ST","USGS",-122.74415510,38.35213667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465680"
"11465690","COLGAN C NR SANTA ROSA CA","ST","USGS",-122.73304340,38.40213524,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465690"
"11465700","COLGAN C NR SEBASTOPOL CA","ST","USGS",-122.76832270,38.37352515,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465700"
"11465750","LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA","ST","USGS",-122.82915840,38.42546874,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465750"
"11466170","MATANZAS C A SANTA ROSA CA","ST","USGS",-122.70248670,38.43880070,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11466170"
"11466200","SANTA ROSA C A SANTA ROSA CA","ST","USGS",-122.72470960,38.43657870,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11466200"
"11466320","SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA","ST","USGS",-122.80721290,38.44519026,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11466320"
"11466800","MARK WEST C NR MIRABEL HEIGHTS CA","ST","USGS",-122.85332580,38.49407838,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11466800"
"11467000","RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA","ST","USGS",-122.92777370,38.50852336,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467000"
"11467200","AUSTIN C NR CAZADERO CA","ST","USGS",-123.06972390,38.50657970,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467200"
"11467510","SF GUALALA R NR THE SEA RANCH CA","ST","USGS",-123.42667530,38.70907868,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467510"
"11467553","NF GUALALA R AB SF GUALALA R NR GUALALA CA","ST","USGS",-123.50945350,38.78991030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467553"
"11468000","NAVARRO R NR NAVARRO CA","ST","USGS",-123.66806900,39.17045608,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11468000"
"11468500","NOYO R NR FORT BRAGG CA","ST","USGS",-123.73779170,39.42822378,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11468500"
"11468900","MATTOLE R NR ETTERSBURG CA","ST","USGS",-123.99142300,40.13930900,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11468900"
"11469000","MATTOLE R NR PETROLIA CA","ST","USGS",-124.28338100,40.31319125,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11469000"
"11472180","OUTLET C NR WILLITS CA","ST","USGS",-123.34066670,39.42044444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11472180"
"11473900","MF EEL R NR DOS RIOS CA","ST","USGS",-123.32529130,39.70626687,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11473900"
"11475000","EEL R A FORT SEWARD CA","ST","USGS",-123.63253000,40.21820000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11475000"
"11475560","ELDER C NR BRANSCOMB CA","ST","USGS",-123.64390730,39.72959970,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11475560"
"11475800","SF EEL R A LEGGETT CA","ST","USGS",-123.72057750,39.87459570,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11475800"
"11476500","SF EEL R NR MIRANDA CA","ST","USGS",-123.77614260,40.18181004,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11476500"
"11476600","BULL C NR WEOTT CA","ST","USGS",-124.00504230,40.35152800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11476600"
"11477000","EEL R A SCOTIA CA","ST","USGS",-124.09976990,40.49152384,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11477000"
"11478500","VAN DUZEN R NR BRIDGEVILLE CA","ST","USGS",-123.89087600,40.48041636,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11478500"
"11480390","MAD R AB RUTH RES NR FOREST GLEN CA","ST","USGS",-123.33530340,40.28431329,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11480390"
"11481000","MAD R NR ARCATA CA","ST","USGS",-124.06061830,40.90984970,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11481000"
"11481200","LITTLE R NR TRINIDAD CA","ST","USGS",-124.08145550,41.00984790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11481200"
"11481500","REDWOOD C NR BLUE LAKE CA","ST","USGS",-123.81533500,40.90596479,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11481500"
"11482500","REDWOOD C A ORICK CA","ST","USGS",-124.05118250,41.29928960,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11482500"
"11493500","WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR","ST","USGS",-121.83451670,42.73992500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11493500"
"11501000","SPRAGUE RIVER NEAR CHILOQUIN, OR","ST","USGS",-121.84833330,42.58430556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11501000"
"11502500","WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR","ST","USGS",-121.87971390,42.56437500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11502500"
"11503000","ANNIE SPRING NEAR CRATER LAKE, OR","SP","USGS",-122.16891700,42.87151790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11503000"
"11504115","WOOD RIVER NEAR KLAMATH AGENCY, OR","ST","USGS",-121.94170280,42.58155556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11504115"
"11504260","FOURMILE CANAL NEAR KLAMATH AGENCY, OR","ST-CA","USGS",-122.05136100,42.57450000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11504260"
"11504270","CRYSTAL CREEK NEAR ROCKY POINT, OR","ST","USGS",-122.07613890,42.51269444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11504270"
"11504290","SEVENMILE CNL AT DIKE RD BR, NR KLAMATH AGENCY, OR","ST-CA","USGS",-121.97138890,42.58166667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11504290"
"11507500","LINK RIVER AT KLAMATH FALLS, OR","ST","USGS",-121.79417080,42.22347795,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11507500"
"11509105","NORTH CANAL AT HIGHWAY 97, NEAR MIDLAND, OR","ST-CA","USGS",-121.82675280,42.12138889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11509105"
"11509200","ADY CANAL AT HIGHWAY 97, NEAR WORDEN, OR","ST-CA","USGS",-121.84463890,42.08088889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11509200"
"11509250","ADY CANAL ABOVE LOWER KLAMATH NWR, NEAR WORDEN, OR","ST-CA","USGS",-121.82583330,42.00416667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11509250"
"11509340","KLAMATH STRAITS DRAIN NEAR WORDEN, OR","ST-CA","USGS",-121.84832220,42.08095278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11509340"
"11509500","KLAMATH RIVER AT KENO, OR","ST","USGS",-121.96223130,42.13319946,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11509500"
"11510700","KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT, NR KENO,OR","ST","USGS",-122.07334530,42.08458770,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11510700"
"11516530","KLAMATH R BL IRON GATE DAM CA","ST","USGS",-122.44418820,41.92791865,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11516530"
"11517000","SHASTA R NR  MONTAGUE CA","ST","USGS",-122.53807870,41.70903196,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11517000"
"11517500","SHASTA R NR YREKA CA","ST","USGS",-122.59558130,41.82291790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11517500"
"11519500","SCOTT R NR FORT JONES CA","ST","USGS",-123.01503700,41.64069017,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11519500"
"11520500","KLAMATH R NR SEIAD VALLEY CA","ST","USGS",-123.23227330,41.85373790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11520500"
"11521500","INDIAN C NR HAPPY CAMP CA","ST","USGS",-123.38311130,41.83512325,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11521500"
"11522500","SALMON R A SOMES BAR CA","ST","USGS",-123.47700260,41.37651540,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11522500"
"11523000","KLAMATH R A ORLEANS","ST","USGS",-123.53450360,41.30345990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11523000"
"11523200","TRINITY R AB COFFEE C NR TRINITY CENTER CA","ST","USGS",-122.70557880,41.11125710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11523200"
"11525500","TRINITY R A LEWISTON CA","ST","USGS",-122.80111100,40.72472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11525500"
"11525530","RUSH C NR LEWISTON CA","ST","USGS",-122.83474580,40.72458990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11525530"
"11525655","TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA","ST","USGS",-122.92058050,40.67264530,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11525655"
"11525670","INDIAN C NR DOUGLAS CITY CA","ST","USGS",-122.91446890,40.65181225,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11525670"
"11525854","TRINITY R A DOUGLAS CITY CA","ST","USGS",-122.95666670,40.64527778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11525854"
"11526250","TRINITY R A JUNCTION CITY CA","ST","USGS",-123.06197360,40.72847680,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11526250"
"11526400","TRINITY R AB NF TRINITY R NR HELENA CA","ST","USGS",-123.11447570,40.76653148,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11526400"
"11527000","TRINITY R NR BURNT RANCH CA","ST","USGS",-123.44004010,40.78874980,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11527000"
"11528700","SF TRINITY R BL HYAMPOM CA","ST","USGS",-123.49420460,40.64986270,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11528700"
"11530000","TRINITY R A HOOPA CA","ST","USGS",-123.67366800,41.04985200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11530000"
"11530500","KLAMATH R NR KLAMATH CA","ST","USGS",-123.97951640,41.51095430,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11530500"
"11532500","SMITH R NR CRESCENT CITY CA","ST","USGS",-124.07618870,41.79150260,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11532500"
"351813119150601","KERN R A ENOS PARK FOOT BR NR BAKERSFIELD CA","ST","USGS",-119.25164720,35.30353610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=351813119150601"
"352533118494601","KERN R A RANCHERIA RD NR BAKERSFIELD CA","ST","USGS",-118.82935560,35.42582778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=352533118494601"
"360013118575201","DEER C A ROAD 272 BRIDGE NR PORTERVILLE CA","ST","USGS",-118.96436390,36.00367220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=360013118575201"
"373507121472101","SAN ANTONIO C A INDIAN CREEK ROAD NR SUNOL CA","ST","USGS",-121.78916670,37.58527778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373507121472101"
"375450121331701","WOODWARD CANAL A OLD R NR BRENTWOOD CA","ST-CA","USGS",-121.55475830,37.91375278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375450121331701"
"381427121305401","SACRAMENTO R BL WALNUT GROVE BR A WALNUT GROVE CA","ST","USGS",-121.51583600,38.24085830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381427121305401"
