site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
1574,739,20,739,"GREEN RIVER AT GREEN RIVER, UT","GREEN RIVER AT GREEN RIVER, UT",,4057,38.98608,-110.15125,UC,9,,7,1.406E+11,0,0,44,,09315000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1575,740,20,740,"SAN RAFAEL RIVER NEAR GREEN RIVER, UT","SAN RAFAEL RIVER NEAR GREEN RIVER, UT",,4186,38.85,-110.36667,UC,9,,7,1.406E+11,0,0,44,,09328500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1576,741,20,741,"SAN JUAN RIVER NEAR ARCHULETA,NM","SAN JUAN RIVER NEAR ARCHULETA,NM",,5671,36.80139,-107.6975,UC,9,,16,1.40801E+11,0,0,31,,09355500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1577,742,20,742,"SAN JUAN RIVER NEAR BLUFF, UT","SAN JUAN RIVER NEAR BLUFF, UT",,4091,37.14695,-109.86484,UC,9,,14,1.40802E+11,0,0,44,,09379500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1578,743,20,743,"COLORADO RIVER AT LEES FERRY, AZ.","COLORADO RIVER AT LEES FERRY, AZ.",,3148,36.86667,-111.58333,UC,9,,0,1.407E+11,0,0,3,,09380000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1588,756,20,756,"EAST RIVER AT ALMONT, CO","EAST RIVER AT ALMONT, CO",,8024,38.66444,-106.8481,UC,9,,11,1.402E+11,0,0,6,,09112500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1589,767,20,767,"GREEN RIVER NEAR JENSEN, UTAH","GREEN RIVER NEAR JENSEN, UTAH",,4765,40.40944,-109.2347,UC,9,,1,1.406E+11,0,0,44,,09261000,,,,9,767,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1590,768,20,768,"ANIMAS RIVER NEAR CEDAR HILL, N. MEX.","ANIMAS RIVER NEAR CEDAR HILL, N. MEX.",,5960,37.03656944,-107.8753333,UC,9,,15,1.40801E+11,0,0,6,,09363500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1591,771,20,771,"ANIMAS RIVER AT DURANGO, CO.","ANIMAS RIVER AT DURANGO, CO.",,6519,37.27917,-107.88034,UC,9,,15,1.40801E+11,0,0,6,,09361500,DRGC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1592,772,20,772,"SAN JUAN RIVER AT FARMINGTON, NM","SAN JUAN RIVER AT FARMINGTON, NM",,5241,36.72302,-108.22559,UC,9,,16,1.40801E+11,0,0,31,,09365000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1593,773,20,773,"SAN JUAN RIVER AT SHIPROCK, NM","SAN JUAN RIVER AT SHIPROCK, NM",,4894,36.77667,-108.68306,UC,9,,16,1.40801E+11,0,0,31,,09368000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1594,776,20,776,GUNNISON RIVER BELOW GUNNISON TUNNEL,GUNNISON RIVER BELOW GUNNISON TUNNEL,,6527,38.52915,-107.64895,UC,9,,11,1.402E+11,0,0,6,,09128000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1596,786,20,786,YAMPA RIVER - MAYBELL PLUS LILY,YAMPA RIVER - MAYBELL PLUS LILY,,6274,40.54234,-108.45368,UC,9,,0,1.405E+11,0,0,6,,,,,,0,783,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1600,799,20,799,SAN JUAN RIVER AT PAGOSA SPRINGS,SAN JUAN  RIVER AT PAGOSA SPRINGS,,7047.53,37.26552778,-107.011,UC,9,,16,1.40801E+11,0,0,6,,09342500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1602,801,20,801,SAN JUAN RIVER AT FOUR CORNERS NEAR TOWAOC,"SAN JUAN RIVER AT FOUR CORNERS, NEW MEXICO",,4629,37.002,-109.02,UC,9,,16,1.40802E+11,0,0,6,,09371010,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1603,802,20,802,NORTH FORK GUNNISON RIVER NEAR SOMERSET,NORTH FORK GUNNISON RIVER NEAR SOMERSET,,6108,38.92582,-107.43422,UC,9,,11,1.402E+11,0,0,6,,09132500,SOMC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1628,827,20,827,"VALLECITO CREEK NEAR BAYFIELD, CO.","VALLECITO CREEK NEAR BAYFIELD, CO.",,7908.1,37.47750126,-107.5436688,UC,9,,16,1.40801E+11,0,0,6,,09352900,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1629,828,20,828,"LOS PINOS R ABV VALLECITO RES  NR BAYFIELD, CO.","LOS PINOS R ABV VALLECITO  NR BAYFIELD, CO.",,7740,37.4147242,-107.5133893,UC,9,,16,1.40801E+11,0,0,6,,09353500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1634,833,20,833,"ANIMAS RIVER AT SILVERTON, CO.","ANIMAS RIVER AT SILVERTON, CO.",,9292,37.81111,-107.65923,UC,9,,15,1.40801E+11,0,0,6,,09358000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1635,834,20,834,"CEMENT CREEK AT SILVERTON, CO","CEMENT CREEK AT SILVERTON, CO",,9527,37.81972,-107.66367,UC,9,,15,1.40801E+11,0,0,6,,09358550,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1638,837,20,837,"MINERAL CREEK AT SILVERTON, CO","MINERAL CREEK AT SILVERTON, CO",,9259,37.80277,-107.67284,UC,9,,15,1.40801E+11,0,0,6,,09359010,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1639,838,20,838,"ANIMAS RIVER BELOW SILVERTON, CO","ANIMAS RIVER BELOW SILVERTON, CO",,9200,37.78833,-107.66822,UC,9,,15,1.40801E+11,0,0,6,,09359020,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1641,840,20,840,ANIMAS RIVER AT TALL TIMBER RESORT NEAR ROCKWOOD,"ANIMAS RIVER ABOVE TACOMA, CO.",,7682,37.59741667,-107.7769667,UC,9,,15,1.40801E+11,0,0,6,,09359500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1644,843,20,843,"SAN JUAN RIVER AT BLOOMFIELD, NM","SAN JUAN RIVER AT BLOOMFIELD, NM",,5426,36.70001,-107.98673,UC,9,,16,1.40801E+11,0,0,31,,09357000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1647,846,20,846,"HERMOSA CREEK NEAR HERMOSA, CO.","HERMOSA CREEK NEAR HERMOSA, CO.",,6724,37.42194,-107.84507,UC,9,,15,1.40801E+11,0,0,6,,09361000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1660,859,20,859,"ANIMAS RIVER AT FARMINGTON, NM","ANIMAS RIVER AT FARMINGTON, NM",,5293,36.7225,-108.20175,UC,9,,15,1.40801E+11,0,0,31,,09364500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1701,900,20,900,LAKE POWELL INFLOW (GREEN + COLORADO),LAKE POWELL INFLOW (GREEN + COLORADO),,3979,38.19113,-109.88756,UC,9,,0,1.406E+11,0,0,0,,09379504,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1708,907,20,907,"EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS,","EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS,",,7597.63,37.36889,-106.8925399,UC,9,,16,1.40801E+11,0,0,6,,09340000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1763,716,19,716,GUNNISON TUNNEL OUTLET,GUNNISON TUNNEL OUTLET,,6473,38.484,-107.7438,UC,4,,0,1.402E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1764,451,19,451,NAVAJO INDIAN IRRIGATION PROJECT,NAVAJO INDIAN IRRIGATION PROJECT,,6555,36.7919,-107.6129,UC,4,,0,1.40801E+11,0,0,31,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1765,719,19,719,MANCOS RIVER AT JACKSON GULCH RES INLET CANAL (MANJACCO)- SOCDWR,JACKSON GULCH INLET,,7269,37.3837,-108.2961,UC,4,,0,1.40801E+11,0,0,0,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1766,720,19,720,CURRANT TUNNEL DIVERSION TO STRAWBERRY AQUEDUCT,CURRANT TUNNEL OUTLET,,7609,40.216,-111.1059,UC,4,,0,1.406E+11,0,0,0,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1768,721,19,721,STRAWBERRY RESERVOIR DIVERSIONS TO SYAR TUNNEL,SYAR TUNNEL INLET,,7595,40.1689,-111.1836,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1769,722,19,722,UPPER STILLWATER RESERVOIR DIVERSIONS TO STRAWBERRY AQUEDUCT,STILLWATER DIVERSION TO STRAWBERRY AQUEDUCT,,8067,40.5579,-110.7018,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2132,723,19,723,DEER CREEK RESERVOIR DIVERSIONS TO SALT LAKE AQUEDUCT,DEER CREEK  TO SALT LAKE AQUEDUCT,,5295,40.405,-111.5301,UC,4,,0,1.60202E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2222,1045,19,1045,"FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT","FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT","On right bank 0.8 miles upstream from bridge, 1.2 miles downstream from French Creek.",7647,39.77444,-111.19028,UC,9,,7,1.406E+11,0,0,44,,09310500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2233,1048,19,1048,"PRICE R NR HEINER, UT","PRICE R NR HEINER, UT",,6031,39.7188,-110.8652,UC,9,,7,1.406E+11,0,0,44,,09313000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2237,1051,19,1051,"MUDDY CREEK ABOVE PAONIA RESERVOIR NEAR PAONIA, CO","MUDDY CREEK ABOVE PAONIA RESERVOIR NEAR PAONIA, CO",,9788,38.9884,-107.3485,UC,9,,11,1.402E+11,0,0,6,,09131502,,,,9,1051,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2239,1050,19,1050,"MUDDY CREEK BELOW PAONIA NEAR SUMMERSET, CO","MUDDY CREEK BELOW PAONIA NEAR SUMMERSET, CO",,9683,38.5626,-107.2123,UC,9,,11,1.402E+11,0,0,6,,09131502,,,,9,1050,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2242,1049,19,1049,"TAYLOR RIVER ABOVE TAYLOR PARK, CO","TAYLOR RIVER AT TAYLOR PARK, CO",,11038,38.5137,-106.3358,UC,9,,11,1.102E+11,0,0,6,,09107000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2262,716,20,716,GUNNISON TUNNEL OUTLET,GUNNISON TUNNEL OUTLET,,6473,38.484,-107.7438,UC,4,,0,1.402E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
2263,451,20,451,NAVAJO INDIAN IRRIGATION PROJECT,NAVAJO INDIAN IRRIGATION PROJECT,,6555,36.7919,-107.6129,UC,4,,0,1.40801E+11,0,0,31,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
2364,736,20,736,"LITTLE SNAKE RIVER NEAR LILY, CO","LITTLE SNAKE RIVER NEAR LILY, CO",,5702,40.54858,-108.42426,UC,9,,3,1.405E+11,0,0,6,,09260000,,,,9,736,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
2380,1065,19,1065,"AZOTEA TUNNEL OUTLET NEAR CHAMA, NM",AZOTEA TUNNEL OUTLET,,7635,36.8533,-106.6717,UC,4,,18,1.30201E+11,0,0,31,,08284160,,,AZOTUNNM,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2381,1066,19,1066,COLORADO RIVER BELOW GLEN CANYON DAM,COLORADO RIVER BELOW GLEN CANYON DAM,,3204,36.92166,-111.48349,UC,9,,0,1.407E+11,0,0,3,,09379910,,,,9,1066,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2382,1067,19,1067,GUNNISON RIVER BELOW REDLANDS DIVERSION,GUNNISON RIVER BELOW REDLANDS DIVERSION,,5086,39.0217,-108.3413,UC,9,,11,1.401E+11,0,0,6,,,,,,9,1067,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2414,1065,20,1065,"AZOTEA TUNNEL OUTLET NEAR CHAMA, NM",AZOTEA TUNNEL OUTLET,,7635,36.8533,-106.6717,UC,4,,18,1.30201E+11,0,0,31,,08284160,,,AZOTUNNM,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
2523,1095,19,1095,"RIO GRANDE AT OTOWI BRIDGE, NM","RIO GRANDE AT OTOWI BRIDGE, NM",,5501,35.8745,-106.14244,UC,9,,13,1.30201E+11,0,0,31,,08313000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2528,1115,19,1115,RIO GRANDE BELOW ELEPHANT BUTTE DAM (USGS),RIO GRANDE BL E.BUTTE DAM (USGS),,4254,33.14851,-107.20678,UC,9,,2689,1.30301E+11,0,0,31,,08361000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2533,775,20,775,NEW FORK NEAR BIG PINEY,NEW FORK NEAR BIG PINEY,,6809,42.56717,-109.93015,UC,9,,1,1.40401E+11,0,0,50,,09205000,,,,9,37,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
2749,1300,19,1300,DOLORES RIVER BELOW MCPHEE RESERVOIR,DOLORES RIVER BELOW MCPHEE RESERVOIR,,7605,37.56667,-108.56667,UC,9,,10,1.403E+11,0,0,44,,,,,DOLBMCCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2751,1301,19,1301,DOLORES TUNNEL OUTLET NEAR DOLORES,DOLORES TUNNEL OUTLET,,6921,37.4596,-108.5418,UC,4,,10,1.40802E+11,0,0,44,,,,,DOLTUNCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2753,1302,19,1302,DOVE CREEK CANAL BELOW GREAT CUT DIKE,DOVE CREEK CANAL,,,37.513884,-108.590263,UC,11,,10,1.40802E+11,0,0,6,,,,,DOVCANCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2755,1303,19,1303,LONE PINE CANAL BELOW GREAT CUT DIKE NEAR DOLORES,LONE PINE CANAL,,,37.511565,-108.590072,UC,11,,10,1.40802E+11,0,0,6,,,,,MVIDIVCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2757,1304,19,1304,U LATERAL CANAL BELOW GREAT CUT DIKE NEAR DOLORES,U LATERAL CANAL,,,37.512032,-108.590129,UC,11,,10,1.40802E+11,0,0,6,,,,,UCANALCO,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3425,765,20,765,"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO","TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO",,9611,38.3145,-107.3854,UC,9,,11,1.402E+11,0,0,6,,09109000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
3501,1505,19,1505,"RIO GRANDE NEAR CERRO, NM","RIO GRANDE NEAR CERRO, NM",,7119,36.74002,-105.68344,UC,9,,13,1.30201E+11,0,0,31,,08263500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3509,1509,19,1509,"RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM","RIO PUEBLO DE TAOS BELOW LOS CORDOVAS, NM",,6657,36.37933,-105.66783,UC,9,,13,1.30201E+11,0,0,31,,08276300,TBCN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3511,1510,19,1510,"RIO GRANDE BLW TAOS JUNCTION BRIDGE NEAR TAOS, NM","RIO GRANDE BLW TAOS JUNCTION BRIDGE NEAR TAOS, NM",,6067,36.32003,-105.75444,UC,9,,13,1.30201E+11,0,0,31,,08276500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3515,1512,19,1512,"EMBUDO CREEK AT DIXON, NM","EMBUDO CREEK AT DIXON, NM",,5867,36.21086,-105.91363,UC,9,,13,1.30201E+11,0,0,31,,08279000,DIXN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3517,1513,19,1513,"RIO GRANDE AT EMBUDO, NM","RIO GRANDE AT EMBUDO, NM",,5806,36.20556,-105.96397,UC,9,,13,1.30201E+11,0,0,31,,08279500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3519,1514,19,1514,"RIO CHAMA AT LA PUENTE, NM","RIO CHAMA NEAR LA PUENTE, NM",,7156,36.6624,-106.634,UC,9,,18,1.30201E+11,0,0,0,,08284100,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3521,1515,19,1515,RIO CHAMA BELOW EL VADO DAM,"RIO CHAMA BELOW EL VADO DAM, NM",,6705,36.58,-106.7249,UC,9,,18,1.30201E+11,0,0,0,,8285500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3523,1516,19,1516,RIO CHAMA ABOVE ABIQUIU RESERVOIR,"RIO CHAMA ABOVE ABIQUIU RESERVOIR, NM",,6287,36.3184,-106.5979,UC,9,,18,1.30201E+11,0,0,0,,8286500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3525,1517,19,1517,RIO CHAMA BELOW ABIQUIU DAM,"RIO CHAMA BELOW ABIQUIU DAM, NM",,6156,36.2366,-106.4179,UC,9,,18,1.30201E+11,0,0,0,,8287000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3529,1519,19,1519,"RIO CHAMA NEAR CHAMITA, NM","RIO CHAMA NEAR CHAMITA, NM",,5669,36.07356,-106.11169,UC,9,,18,1.30201E+11,0,0,0,,08290000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3543,1526,19,1526,"RIO GRANDE BELOW COCHITI DAM, NM","RIO GRANDE BELOW COCHITI DAM, NM",,5241,35.618,-106.32394,UC,9,,13,1.30202E+11,0,0,31,,08317400,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3545,1527,19,1527,"GALISTEO CREEK BELOW GALISTEO DAM, NM","GALISTEO CREEK BELOW GALISTEO DAM, NM",,5474,35.46465,-106.21339,UC,9,,13,1.30202E+11,0,0,0,,08317950,RGCN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3547,1528,19,1528,"RIO GRANDE AT SAN FELIPE, NM","RIO GRANDE AT SAN FELIPE, NM",,5124,35.44458,-106.43983,UC,9,,13,1.30202E+11,0,0,31,,08319000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3551,1530,19,1530,"JEMEZ RIVER BELOW JEMEZ CANYON DAM, NM","JEMEZ RIVER BELOW JEMEZ CANYON DAM, NM",,5109,35.39042,-106.53461,UC,9,,1143,1.30202E+11,0,0,0,,08329000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3559,1534,19,1534,RIO GRANDE AT ALBUQUERQUE,RIO GRANDE AT ALBUQUERQUE,,4952,35.0892,-106.6809,UC,9,,13,1.30202E+11,0,0,31,,8330000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3563,1536,19,1536,"RIO GRANDE AT ISLETA LAKES NR ISLETA, NM","RIO GRANDE AT ISLETA LAKES NR ISLETA, NM",,4900,34.94667,-106.68028,UC,9,,13,1.30202E+11,0,0,31,,08330875,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3565,1537,19,1537,"RIO GRANDE FLOODWAY NEAR BERNARDO, NM","RIO GRANDE FLOODWAY NEAR BERNARDO, NM",,4733,34.41701,-106.80058,UC,9,,13,1.30202E+11,0,0,31,,08332010,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3569,1539,19,1539,"RIO PUERCO NEAR BERNARDO, NM","RIO PUERCO NEAR BERNARDO, NM",,4733,34.41028,-106.85444,UC,9,,13,1.30202E+11,0,0,31,,08353000,GRTBNDLI,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3573,1541,19,1541,"RIO GRANDE CONVEYANCE CHANNEL AT SAN MARCIAL, NM","RIO GRANDE CONVEYANCE CHANNEL AT SAN MARCIAL, NM",,4471,33.68767,-106.99261,UC,9,,13,1.30202E+11,0,0,31,,08358300,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3575,1542,19,1542,"RIO GRANDE FLOODWAY AT SAN MARCIAL, NM","RIO GRANDE FLOODWAY AT SAN MARCIAL, NM",,4490,33.6806,-106.9929,UC,9,,13,1.30202E+11,0,0,31,,8358400,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3579,1544,19,1544,"PECOS RIVER NEAR PECOS, NM","PECOS RIVER NEAR PECOS, NM",,7516,35.70835,-105.6827,UC,9,,19,1.306E+11,0,0,0,,08378500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3581,1545,19,1545,"PECOS RIVER NEAR ANTON CHICO, NM","PECOS RIVER NEAR ANTON CHICO, NM",,5154,35.17867,-105.1088,UC,9,,19,1.306E+11,0,0,0,,08379500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3587,1548,19,1548,"PECOS RIVER ABOVE SANTA ROSA LAKE, NM","PECOS RIVER ABOVE SANTA ROSA LAKE, NM",,4773,35.05944,-104.76111,UC,9,,19,1.306E+11,0,0,0,,08382650,SRDN5,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3589,1549,19,1549,"PECOS RIVER BELOW SANTA ROSA DAM, NM","PECOS RIVER BELOW SANTA ROSA DAM, NM",,4654,35.02417,-104.68889,UC,9,,19,1.306E+11,0,0,0,,08382830,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3591,1550,19,1550,"PECOS RIVER NEAR PUERTO DE LUNA, NM","PECOS RIVER NEAR PUERTO DE LUNA, NM",,4320,34.73008,-104.52491,UC,9,,19,1.306E+11,0,0,0,,08383500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3593,1551,19,1551,"PECOS RIVER BELOW SUMNER DAM, NM","PECOS RIVER BELOW SUMNER DAM, NM",,4149,34.60406,-104.38792,UC,9,,19,1.306E+11,0,0,0,,08384500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3595,1552,19,1552,"FORT SUMNER MAIN CANAL NEAR FORT SUMNER, NM","FORT SUMNER MAIN CANAL NEAR FORT SUMNER, NM",,4046,34.50828,-104.27836,UC,4,,19,1.306E+11,0,0,31,,08385000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3597,1553,19,1553,"PECOS RIVER BELOW TAIBAN CREEK NEAR FORT SUMNER,NM","PECOS RIVER BELOW TAIBAN CREEK NEAR FORT SUMNER,NM",,3918,34.33222,-104.18111,UC,9,,19,1.306E+11,0,0,0,,08385522,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3601,1555,19,1555,"PECOS RIVER NEAR ACME, NM","PECOS RIVER NEAR ACME, NM",,3519,33.57186,-104.3736,UC,9,,19,1.306E+11,0,0,0,,08386000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3607,1558,19,1558,"RIO HONDO NEAR ROSWELL, NM","RIO HONDO NEAR ROSWELL, NM",,3507,33.40877,-104.47172,UC,9,,19,1.306E+11,0,0,31,,08393610,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3609,1559,19,1559,"PECOS RIVER NEAR ARTESIA, NM","PECOS RIVER NEAR ARTESIA, NM",,3304,32.84086,-104.32383,UC,9,,19,1.306E+11,0,0,0,,08396500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3611,1560,19,1560,PECOS RIVER (KAISER CHANNEL) NEAR LAKEWOOD,PECOS RIVER (KAISER CHANNEL) NEAR LAKEWOOD,,3287,32.6897,-104.299,UC,9,,19,1.306E+11,0,0,31,,8399500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3613,1561,19,1561,"PECOS RIVER BELOW BRANTLEY DAM NEAR CARLSBAD, NM","PECOS RIVER BELOW BRANTLEY DAM NEAR CARLSBAD, NM",,3210,32.54319,-104.3711,UC,9,,19,1.306E+11,0,0,0,,08401500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
